SEF_DCM_Name|SEF_DCM_LEI|Trade_Date|Effective_Date|Internal_Prod_ID|Internal_Prod_Des|Asset_Class|Base_Prod|Sub_Prod|Tran_Type|Contract_Type|Curr_Code|Setl_Method|UPI|Block_Flag|Option_Flag|DCO_Name|DCO_LEI|Premium_Volatility_Other_Flag|First_Price|High_Price|Low_Price|Last_Price|Traded_Currency|Notional_Traded_Currency_DA|Notional_Traded_Currency_NDA|Total_Notional_USD_DA|Cleared_Notional_USD_DA|Un_Cleared_Notional_USD_DA|Total_Notional_USD_NDA|Cleared_Notional_USD_NDA|Un_Cleared_Notional_USD_NDA|Total_Trade_Count|Cleared_Trade_Count|Un_Cleared_Trade_Count
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585809|"6M EUR vs. PLN Put at a delta of 50"|FX|O||EURPLN||EUR|CASH||N|N|||P|154750|154750|154750|154750|EUR|500000000|10000000|590699970|0|590699970|11813999|0|11813999|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585810|"6M EUR vs. PLN Call at a delta of 50"|FX|O||EURPLN||EUR|CASH||N|N|||P|162500|162500|162500|162500|EUR|500000000|10000000|590699970|0|590699970|11813999|0|11813999|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585812|"2W USD vs. JPY Put at a delta of 50"|FX|O||USDJPY||USD|CASH||N|N|||P|133750|401250|133750|401250|USD|5000000000|100000000|5000000000|0|5000000000|100000000|0|100000000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585813|"2W USD vs. JPY Call at a delta of 50"|FX|O||USDJPY||USD|CASH||N|N|||P|131875|395625|131875|395625|USD|5000000000|100000000|5000000000|0|5000000000|100000000|0|100000000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585814|"2W USD vs. JPY Put at a strike of 107"|FX|O||USDJPY||USD|CASH||N|N|||P|57750|57750|54000|54000|USD|60000000.0|60000000|60000000|0|60000000|60000000|0|60000000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585816|"OD EUR vs. USD Call at a strike of 1.19"|FX|O||EURUSD||EUR|CASH||N|N|||P|51000|92500|51000|82500|EUR|130000000.0|130000000|153582000|0|153582000|153582000|0|153582000|3|0|3
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585819|"1M USD vs. JPY Put at a delta of 50"|FX|O||USDJPY||USD|CASH||N|N|||P|80000|167625|37250|74500|USD|6375000000|127500000|6375000100|0|6375000100|127500000|0|127500000|9|0|9
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585820|"1M USD vs. JPY Call at a delta of 50"|FX|O||USDJPY||USD|CASH||N|N|||P|77000|167062.5|35375|70750|USD|6375000000|127500000|6375000100|0|6375000100|127500000|0|127500000|9|0|9
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585821|"1M USD vs. INR Put at a delta of 50"|FX|NDO||USDINR||USD|CASH||N|N|||P|352500|352500|176250|176250|USD|3750000000|75000000|3750000130|0|3750000130|75000000|0|75000000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585822|"1M USD vs. INR Call at a delta of 50"|FX|NDO||USDINR||USD|CASH||N|N|||P|345000|345000|172500|172500|USD|3750000000|75000000|3750000130|0|3750000130|75000000|0|75000000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585823|"1M USD vs. INR Put at a delta of 10"|FX|NDO||USDINR||USD|CASH||N|N|||P|111150|111150|55575|55575|USD|1710000000|171000000|1710000000|0|1710000000|171000000|0|171000000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585824|"1M USD vs. INR Call at a delta of 10"|FX|NDO||USDINR||USD|CASH||N|N|||P|109725|109725|54862.5|54862.5|USD|1710000000|171000000|1710000000|0|1710000000|171000000|0|171000000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585826|"1W USD vs. CAD Put at a delta of 50"|FX|O||USDCAD||USD|CASH||N|N|||P|59250|59250|59250|59250|USD|750000000|15000000|750000000|0|750000000|15000000|0|15000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585827|"1W USD vs. CAD Call at a delta of 50"|FX|O||USDCAD||USD|CASH||N|N|||P|55875|55875|55875|55875|USD|750000000|15000000|750000000|0|750000000|15000000|0|15000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585829|"ON EUR vs. USD Call at a strike of 1.1835"|FX|O||EURUSD||EUR|CASH||N|N|||P|66000|99000|66000|99000|EUR|50000000.0|50000000|59069996|0|59069996|59069996|0|59069996|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585831|"3M AUD vs. USD Put at a delta of 50"|FX|O||AUDUSD||AUD|CASH||N|N|||P|395000|395000|395000|395000|AUD|1250000000|25000000|907875010|0|907875010|18157500|0|18157500|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585832|"3M AUD vs. USD Call at a delta of 50"|FX|O||AUDUSD||AUD|CASH||N|N|||P|371250|371250|371250|371250|AUD|1250000000|25000000|907875010|0|907875010|18157500|0|18157500|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585833|"3M AUD vs. USD Put at a delta of 10"|FX|O||AUDUSD||AUD|CASH||N|N|||P|118650|118650|118650|118650|AUD|565000000|56500000|410359488|0|410359488|41035952|0|41035952|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585834|"3M AUD vs. USD Call at a delta of 10"|FX|O||AUDUSD||AUD|CASH||N|N|||P|113000|113000|113000|113000|AUD|565000000|56500000|410359488|0|410359488|41035952|0|41035952|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585835|"OD USD vs. CZK Call at a strike of 21.95"|FX|O||USDCZK||USD|CASH||N|N|||P|174000|174000|174000|174000|USD|20000000.0|20000000|20000000|0|20000000|20000000|0|20000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585837|"1W EUR vs. GBP Call at a strike of 0.9"|FX|O||EURGBP||EUR|CASH||N|N|||P|42000|42000|42000|42000|EUR|30000000.0|30000000|35442000|0|35442000|35442000|0|35442000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585839|"OD EUR vs. JPY Call at a strike of 128"|FX|O||EURJPY||EUR|CASH||N|N|||P|9000|22500|9000|22500|EUR|155000000.0|155000000|183116992|0|183116992|183116992|0|183116992|3|0|3
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585840|"OD EUR vs. JPY Call at a strike of 127"|FX|O||EURJPY||EUR|CASH||N|N|||P|30000|75000|30000|75000|EUR|155000000.0|155000000|183116992|0|183116992|183116992|0|183116992|3|0|3
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585843|"OD EUR vs. USD Put at a strike of 1.17"|FX|O||EURUSD||EUR|CASH||N|N|||P|410000|410000|410000|410000|EUR|100000000.0|100000000|118139992|0|118139992|118139992|0|118139992|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585845|"1M NZD vs. USD Put at a delta of 50"|FX|O||NZDUSD||NZD|CASH||N|N|||P|193750|193750|193750|193750|NZD|1250000000|25000000|830124990|0|830124990|16602500|0|16602500|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585846|"1M NZD vs. USD Call at a delta of 50"|FX|O||NZDUSD||NZD|CASH||N|N|||P|188125|188125|188125|188125|NZD|1250000000|25000000|830124990|0|830124990|16602500|0|16602500|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585847|"1Y EUR vs. USD Put at a delta of 50"|FX|O||EURUSD||EUR|CASH||N|N|||P|911250|911250|911250|911250|EUR|1250000000|25000000|1476749950|0|1476749950|29534998|0|29534998|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585848|"1Y EUR vs. USD Call at a delta of 50"|FX|O||EURUSD||EUR|CASH||N|N|||P|835000|835000|835000|835000|EUR|1250000000|25000000|1476749950|0|1476749950|29534998|0|29534998|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585849|"1M AUD vs. USD Put at a delta of 50"|FX|O||AUDUSD||AUD|CASH||N|N|||P|210625|240000|39875|240000|AUD|4000000000|80000000|2905200130|0|2905200130|58104000|0|58104000|4|0|4
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585850|"1M AUD vs. USD Call at a delta of 50"|FX|O||AUDUSD||AUD|CASH||N|N|||P|198750|231000|38375|231000|AUD|4000000000|80000000|2905200130|0|2905200130|58104000|0|58104000|4|0|4
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585851|"1Y EUR vs. USD Put at a strike of 1.15"|FX|SPEX|BR|EURUSD||EUR|CASH||N|N|||P|585000|585000|585000|585000|EUR|100000000.0|100000000|118139992|0|118139992|118139992|0|118139992|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585853|"1M EUR vs. USD Put at a delta of 50"|FX|O||EURUSD||EUR|CASH||N|N|||P|158625|437525|105000|379687.5|EUR|5275000000|105500000|6231884300|0|6231884300|124637696|0|124637696|4|0|4
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585854|"1M EUR vs. USD Call at a delta of 50"|FX|O||EURUSD||EUR|CASH||N|N|||P|157125|418175|104000|369375|EUR|5275000000|105500000|6231884300|0|6231884300|124637696|0|124637696|4|0|4
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585855|"3W AUD vs. USD Call at a strike of 0.7325"|FX|O||AUDUSD||AUD|CASH||N|N|||P|325000|335000|325000|335000|AUD|200000000.0|200000000|145260000|0|145260000|145260000|0|145260000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585859|"ON EUR vs. USD Call at a strike of 1.185"|FX|O||EURUSD||EUR|CASH||N|N|||P|64000|64000|64000|64000|EUR|40000000.0|40000000|47255996|0|47255996|47255996|0|47255996|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585861|"2W EUR vs. USD Put at a delta of 50"|FX|O||EURUSD||EUR|CASH||N|N|||P|106500|106500|106500|106500|EUR|750000000|15000000|886049980|0|886049980|17721000|0|17721000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585862|"2W EUR vs. USD Call at a delta of 50"|FX|O||EURUSD||EUR|CASH||N|N|||P|106500|106500|106500|106500|EUR|750000000|15000000|886049980|0|886049980|17721000|0|17721000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585863|"3M USD vs. JPY Put at a delta of 50"|FX|O||USDJPY||USD|CASH||N|N|||P|361125|361125|361125|361125|USD|1125000000|22500000|1124999940|0|1124999940|22500000|0|22500000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585864|"3M USD vs. JPY Call at a delta of 50"|FX|O||USDJPY||USD|CASH||N|N|||P|347062.5|347062.5|347062.5|347062.5|USD|1125000000|22500000|1124999940|0|1124999940|22500000|0|22500000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585865|"OD EUR vs. USD Put at a strike of 1.1765"|FX|O||EURUSD||EUR|CASH||N|N|||P|67500|67500|67500|67500|EUR|30000000.0|30000000|35442000|0|35442000|35442000|0|35442000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585867|"ON AUD vs. JPY Put at a strike of 76.8"|FX|O||AUDJPY||AUD|CASH||N|N|||P|86250|86250|86250|86250|AUD|75000000.0|75000000|54472500|0|54472500|54472500|0|54472500|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585870|"ON USD vs. CAD Call at a strike of 1.3145"|FX|O||USDCAD||USD|CASH||N|N|||P|34375|41250|34375|41250|USD|55000000.0|55000000|55000000|0|55000000|55000000|0|55000000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585872|"ON USD vs. CAD Put at a strike of 1.3145"|FX|O||USDCAD||USD|CASH||N|N|||P|12750|25500|12750|25500|USD|30000000.0|30000000|30000000|0|30000000|30000000|0|30000000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585874|"1W USD vs. JPY Put at a delta of 50"|FX|O||USDJPY||USD|CASH||N|N|||P|34000|170000|34000|51000|USD|3750000000|75000000|3750000130|0|3750000130|75000000|0|75000000|3|0|3
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585875|"1W USD vs. JPY Call at a delta of 50"|FX|O||USDJPY||USD|CASH||N|N|||P|35750|178750|35750|53625|USD|3750000000|75000000|3750000130|0|3750000130|75000000|0|75000000|3|0|3
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585876|"1M AUD vs. JPY Put at a delta of 50"|FX|O||AUDJPY||AUD|CASH||N|N|||P|157500|157500|157500|157500|AUD|750000000|15000000|544724990|0|544724990|10894500|0|10894500|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585877|"1M AUD vs. JPY Call at a delta of 50"|FX|O||AUDJPY||AUD|CASH||N|N|||P|159750|159750|159750|159750|AUD|750000000|15000000|544724990|0|544724990|10894500|0|10894500|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585879|"OD EUR vs. USD Put at a strike of 1.172"|FX|O||EURUSD||EUR|CASH||N|N|||P|506250|506250|506250|506250|EUR|150000000.0|150000000|177209984|0|177209984|177209984|0|177209984|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585881|"2W USD vs. ZAR Call at a strike of 17"|FX|O||USDZAR||USD|CASH||N|N|||P|102750|102750|102750|102750|USD|10000000.0|10000000|10000000|0|10000000|10000000|0|10000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585883|"1M USD vs. CHF Put at a strike of 0.909"|FX|O||USDCHF||USD|CASH||N|N|||P|672600|672600|672600|672600|USD|88500000.0|88500000|88500000|0|88500000|88500000|0|88500000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585885|"3M EUR vs. USD Put at a delta of 50"|FX|O||EURUSD||EUR|CASH||N|N|||P|931250|931250|466875|466875|EUR|3750000000|75000000|4430250000|0|4430250000|88604992|0|88604992|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585886|"3M EUR vs. USD Call at a delta of 50"|FX|O||EURUSD||EUR|CASH||N|N|||P|886250|886250|442500|442500|EUR|3750000000|75000000|4430250000|0|4430250000|88604992|0|88604992|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585887|"6M EUR vs. USD Put at a delta of 50"|FX|O||EURUSD||EUR|CASH||N|N|||P|875962.5|875962.5|875962.5|875962.5|EUR|1775000000|35500000|2096984960|0|2096984960|41939696|0|41939696|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585888|"6M EUR vs. USD Call at a delta of 50"|FX|O||EURUSD||EUR|CASH||N|N|||P|829812.5|829812.5|829812.5|829812.5|EUR|1775000000|35500000|2096984960|0|2096984960|41939696|0|41939696|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585889|"9M EUR vs. USD Put at a delta of 50"|FX|O||EURUSD||EUR|CASH||N|N|||P|437900|437900|437900|437900|EUR|725000000|14500000|856514940|0|856514940|17130300|0|17130300|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585890|"9M EUR vs. USD Call at a delta of 50"|FX|O||EURUSD||EUR|CASH||N|N|||P|406725|406725|406725|406725|EUR|725000000|14500000|856514940|0|856514940|17130300|0|17130300|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585891|"4W GBP vs. USD Call at a strike of 1.33"|FX|O||GBPUSD||GBP|CASH||N|N|||P|231750|231750|231750|231750|GBP|30000000.0|30000000|39576000|0|39576000|39576000|0|39576000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585893|"1M USD vs. MXN Put at a delta of 50"|FX|O||USDMXN||USD|CASH||N|N|||P|232875|232875|232875|232875|USD|750000000|15000000|750000000|0|750000000|15000000|0|15000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585894|"1M USD vs. MXN Call at a delta of 50"|FX|O||USDMXN||USD|CASH||N|N|||P|232875|232875|232875|232875|USD|750000000|15000000|750000000|0|750000000|15000000|0|15000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585895|"2M USD vs. MXN Put at a delta of 50"|FX|O||USDMXN||USD|CASH||N|N|||P|240262.5|240262.5|240262.5|240262.5|USD|537500000|10750000|537500030|0|537500030|10750000|0|10750000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585896|"2M USD vs. MXN Call at a delta of 50"|FX|O||USDMXN||USD|CASH||N|N|||P|240262.5|240262.5|240262.5|240262.5|USD|537500000|10750000|537500030|0|537500030|10750000|0|10750000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585899|"OD USD vs. CAD Call at a strike of 1.31"|FX|O||USDCAD||USD|CASH||N|N|||P|85500|85500|67500|67500|USD|50000000.0|50000000|50000000|0|50000000|50000000|0|50000000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585901|"OD USD vs. CAD Call at a strike of 1.3"|FX|O||USDCAD||USD|CASH||N|N|||P|26250|26250|26250|26250|USD|30000000.0|30000000|30000000|0|30000000|30000000|0|30000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585903|"18M USD vs. CAD Put at a delta of 50"|FX|O||USDCAD||USD|CASH||N|N|||P|176250|176250|176250|176250|USD|250000000|5000000|250000000|0|250000000|5000000|0|5000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585904|"18M USD vs. CAD Call at a delta of 50"|FX|O||USDCAD||USD|CASH||N|N|||P|157875|157875|157875|157875|USD|250000000|5000000|250000000|0|250000000|5000000|0|5000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585905|"ON USD vs. JPY Call at a strike of 106.5"|FX|O||USDJPY||USD|CASH||N|N|||P|24500|61250|24500|31500|USD|120000000.0|120000000|120000000|0|120000000|120000000|0|120000000|4|0|4
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585907|"OD GBP vs. USD Put at a strike of 1.315"|FX|O||GBPUSD||GBP|CASH||N|N|||P|22000|22000|22000|22000|GBP|20000000.0|20000000|26384000|0|26384000|26384000|0|26384000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585908|"OD GBP vs. USD Call at a strike of 1.325"|FX|O||GBPUSD||GBP|CASH||N|N|||P|38500|38500|38500|38500|GBP|20000000.0|20000000|26384000|0|26384000|26384000|0|26384000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585910|"OD USD vs. JPY Call at a strike of 106.3"|FX|O||USDJPY||USD|CASH||N|N|||P|39000|39000|29000|29000|USD|50000000.0|50000000|50000000|0|50000000|50000000|0|50000000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585915|"OD USD vs. CAD Call at a strike of 1.31"|FX|O||USDCAD||USD|CASH||N|N|||P|206250|206250|206250|206250|USD|50000000.0|50000000|50000000|0|50000000|50000000|0|50000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585916|"OD USD vs. CAD Call at a strike of 1.295"|FX|O||USDCAD||USD|CASH||N|N|||P|83000|83000|48993.75|48993.75|USD|133250000.0|133250000|133250000|0|133250000|133250000|0|133250000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585919|"OD USD vs. CAD Put at a strike of 1.314"|FX|O||USDCAD||USD|CASH||N|N|||P|107250|107250|107250|107250|USD|30000000.0|30000000|30000000|0|30000000|30000000|0|30000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585921|"OD EUR vs. USD Put at a strike of 1.18"|FX|O||EURUSD||EUR|CASH||N|N|||P|36500|52500|36500|52500|EUR|50000000.0|50000000|59069996|0|59069996|59069996|0|59069996|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585923|"OD AUD vs. USD Call at a strike of 0.7285"|FX|O||AUDUSD||AUD|CASH||N|N|||P|30000|30000|30000|30000|AUD|15000000.0|15000000|10894500|0|10894500|10894500|0|10894500|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585925|"3W EUR vs. USD Call at a strike of 1.19"|FX|O||EURUSD||EUR|CASH||N|N|||P|532500|532500|532500|532500|EUR|100000000.0|100000000|118139992|0|118139992|118139992|0|118139992|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585926|"3W EUR vs. USD Call at a strike of 1.21"|FX|O||EURUSD||EUR|CASH||N|N|||P|256093.75|256093.75|256093.75|256093.75|EUR|186250000.0|186250000|220035744|0|220035744|220035744|0|220035744|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585928|"OD EUR vs. JPY Put at a strike of 126"|FX|O||EURJPY||EUR|CASH||N|N|||P|62250|62250|62250|62250|EUR|30000000.0|30000000|35442000|0|35442000|35442000|0|35442000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|5D_USDBRL_NDF|"5 Day Non-Deliverable Forward - United States Dollar and Brazilian Real"|FX|NDF||USDBRL||USD|CASH||N|N|||O|5.5903|5.619|5.5586|5.5586|USD|372500000.0|372500000|372500000|0|372500000|372500000|0|372500000|9|0|9
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|35D_USDBRL_NDF|"35 Day Non-Deliverable Forward - United States Dollar and Brazilian Real"|FX|NDF||USDBRL||USD|CASH||N|N|||O|5.6249|5.6249|5.6048|5.6048|USD|345000000.0|345000000|345000000|0|345000000|345000000|0|345000000|5|0|5
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|TN_USDCLP_NDF|"Tomorrow Next Non-Deliverable Forward - United States Dollar and Chilean Peso"|FX|NDF||USDCLP||USD|CASH||N|N|||O|783|783|783|783|USD|14000000.0|14000000|14000000|0|14000000|14000000|0|14000000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|5D_USDCLP_NDF|"5 Day Non-Deliverable Forward - United States Dollar and Chilean Peso"|FX|NDF||USDCLP||USD|CASH||N|N|||O|786.25|786.25|786.25|786.25|USD|73000000.0|73000000|73000000|0|73000000|73000000|0|73000000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|10D_USDCLP_NDF|"10 Day Non-Deliverable Forward - United States Dollar and Chilean Peso"|FX|NDF||USDCLP||USD|CASH||N|N|||O|786.27|786.27|786.27|786.27|USD|73000000.0|73000000|73000000|0|73000000|73000000|0|73000000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|12D_USDCLP_NDF|"12 Day Non-Deliverable Forward - United States Dollar and Chilean Peso"|FX|NDF||USDCLP||USD|CASH||N|N|||O|785.5|785.5|785.5|785.5|USD|30000000.0|30000000|30000000|0|30000000|30000000|0|30000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|19D_USDCLP_NDF|"19 Day Non-Deliverable Forward - United States Dollar and Chilean Peso"|FX|NDF||USDCLP||USD|CASH||N|N|||O|782.3|782.3|782.3|782.3|USD|20000000.0|20000000|20000000|0|20000000|20000000|0|20000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|4W_USDCLP_NDF|"4 Week Non-Deliverable Forward - United States Dollar and Chilean Peso"|FX|NDF||USDCLP||USD|CASH||N|N|||O|785.55|785.55|785.55|785.55|USD|30000000.0|30000000|30000000|0|30000000|30000000|0|30000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|1M_USDCLP_NDF|"1 Month Non-Deliverable Forward - United States Dollar and Chilean Peso"|FX|NDF||USDCLP||USD|CASH||N|N|||O|783.25|784.75|783.25|784.75|USD|39000000.0|39000000|39000000|0|39000000|39000000|0|39000000|3|0|3
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|110D_USDCLP_NDF|"110 Day Non-Deliverable Forward - United States Dollar and Chilean Peso"|FX|NDF||USDCLP||USD|CASH||N|N|||O|781.85|781.85|781.85|781.85|USD|20000000.0|20000000|20000000|0|20000000|20000000|0|20000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|6M_USDCLP_NDF|"6 Month Non-Deliverable Forward - United States Dollar and Chilean Peso"|FX|NDF||USDCLP||USD|CASH||N|N|||O|783.65|783.65|783.65|783.65|USD|25000000.0|25000000|25000000|0|25000000|25000000|0|25000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|SN_USDCOP_NDF|"Spot Next Non-Deliverable Forward - United States Dollar and Colombian Peso"|FX|NDF||USDCOP||USD|CASH||N|N|||O|3833.5|3833.5|3833.5|3833.5|USD|17000000.0|17000000|17000000|0|17000000|17000000|0|17000000|3|0|3
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|5D_USDCOP_NDF|"5 Day Non-Deliverable Forward - United States Dollar and Colombian Peso"|FX|NDF||USDCOP||USD|CASH||N|N|||O|3834.32|3834.32|3834.32|3834.32|USD|12000000.0|12000000|12000000|0|12000000|12000000|0|12000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|1M_USDCOP_NDF|"1 Month Non-Deliverable Forward - United States Dollar and Colombian Peso"|FX|NDF||USDCOP||USD|CASH||N|N|||O|3829.34|3842|3822.5|3822.5|USD|135700000.0|135700000|135700000|0|135700000|135700000|0|135700000|15|0|15
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|3M_USDCOP_NDF|"3 Month Non-Deliverable Forward - United States Dollar and Colombian Peso"|FX|NDF||USDCOP||USD|CASH||N|N|||O|3840.9|3840.95|3840.9|3840.95|USD|60000000.0|60000000|60000000|0|60000000|60000000|0|60000000|3|0|3
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|1M_USDIDR_NDF|"1 Month Non-Deliverable Forward - United States Dollar and Indonesian Rupiah"|FX|NDF||USDIDR||USD|CASH||N|N|||O|14742|14742|14739|14739|USD|5000000.0|5000000|5000000|0|5000000|5000000|0|5000000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|1W_USDINR_NDF|"1 Week Non-Deliverable Forward - United States Dollar and Indian Rupee"|FX|NDF||USDINR||USD|CASH||N|N|||O|74.3713|74.3763|74.3713|74.3763|USD|79000000.0|79000000|79000000|0|79000000|79000000|0|79000000|3|0|3
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|19D_USDINR_NDF|"19 Day Non-Deliverable Forward - United States Dollar and Indian Rupee"|FX|NDF||USDINR||USD|CASH||N|N|||O|74.37|74.37|74.37|74.37|USD|10000000.0|10000000|10000000|0|10000000|10000000|0|10000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|1M_USDINR_NDF|"1 Month Non-Deliverable Forward - United States Dollar and Indian Rupee"|FX|NDF||USDINR||USD|CASH||N|N|||O|74.47|74.47|74.17|74.2|USD|45000000.0|45000000|45000000|0|45000000|45000000|0|45000000|4|0|4
