SEF_DCM_Name|SEF_DCM_LEI|Trade_Date|Effective_Date|Internal_Prod_ID|Internal_Prod_Des|Asset_Class|Base_Prod|Sub_Prod|Tran_Type|Contract_Type|Curr_Code|Setl_Method|UPI|Block_Flag|Option_Flag|DCO_Name|DCO_LEI|Premium_Volatility_Other_Flag|First_Price|High_Price|Low_Price|Last_Price|Traded_Currency|Notional_Traded_Currency_DA|Notional_Traded_Currency_NDA|Total_Notional_USD_DA|Cleared_Notional_USD_DA|Un_Cleared_Notional_USD_DA|Total_Notional_USD_NDA|Cleared_Notional_USD_NDA|Un_Cleared_Notional_USD_NDA|Total_Trade_Count|Cleared_Trade_Count|Un_Cleared_Trade_Count
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|62D_USDINR_NDF|"62 Day Non-Deliverable Forward - United States Dollar and Indian Rupee"|FX|NDF||USDINR||USD|CASH||N|N|||O|74.71|74.71|74.71|74.71|USD|15000000.0|15000000|15000000|0|15000000|15000000|0|15000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|110D_USDINR_NDF|"110 Day Non-Deliverable Forward - United States Dollar and Indian Rupee"|FX|NDF||USDINR||USD|CASH||N|N|||O|75.1|75.1|75.1|75.1|USD|10000000.0|10000000|10000000|0|10000000|10000000|0|10000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|6M_USDINR_NDF|"6 Month Non-Deliverable Forward - United States Dollar and Indian Rupee"|FX|NDF||USDINR||USD|CASH||N|N|||O|75.41|75.48|75.41|75.48|USD|20000000.0|20000000|20000000|0|20000000|20000000|0|20000000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|12M_USDINR_NDF|"12 Month Non-Deliverable Forward - United States Dollar and Indian Rupee"|FX|NDF||USDINR||USD|CASH||N|N|||O|77.13|77.13|77.13|77.13|USD|10000000.0|10000000|10000000|0|10000000|10000000|0|10000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|34D_USDMYR_NDF|"34 Day Non-Deliverable Forward - United States Dollar and Malaysian Ringgit"|FX|NDF||USDMYR||USD|CASH||N|N|||O|4.1709|4.1709|4.1709|4.1709|USD|18000000.0|18000000|18000000|0|18000000|18000000|0|18000000|3|0|3
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|TN_USDPEN_NDF|"Tomorrow Next Non-Deliverable Forward - United States Dollar and Peruvian Nuevo Sol"|FX|NDF||USDPEN||USD|CASH||N|N|||O|3.57|3.57|3.57|3.57|USD|9000000.0|9000000|9000000|0|9000000|9000000|0|9000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|SN_USDPEN_NDF|"Spot Next Non-Deliverable Forward - United States Dollar and Peruvian Nuevo Sol"|FX|NDF||USDPEN||USD|CASH||N|N|||O|3.565|3.565|3.562|3.562|USD|21000000.0|21000000|21000000|0|21000000|21000000|0|21000000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|5D_USDPEN_NDF|"5 Day Non-Deliverable Forward - United States Dollar and Peruvian Nuevo Sol"|FX|NDF||USDPEN||USD|CASH||N|N|||O|3.5652|3.5652|3.5652|3.5652|USD|1000000.0|1000000|1000000|0|1000000|1000000|0|1000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|2W_USDPEN_NDF|"2 Week Non-Deliverable Forward - United States Dollar and Peruvian Nuevo Sol"|FX|NDF||USDPEN||USD|CASH||N|N|||O|3.563|3.563|3.563|3.563|USD|17000000.0|17000000|17000000|0|17000000|17000000|0|17000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|26D_USDPEN_NDF|"26 Day Non-Deliverable Forward - United States Dollar and Peruvian Nuevo Sol"|FX|NDF||USDPEN||USD|CASH||N|N|||O|3.5634|3.5635|3.5634|3.5635|USD|17000000.0|17000000|17000000|0|17000000|17000000|0|17000000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|1M_USDPEN_NDF|"1 Month Non-Deliverable Forward - United States Dollar and Peruvian Nuevo Sol"|FX|NDF||USDPEN||USD|CASH||N|N|||O|3.5713|3.5713|3.559|3.566|USD|71000000.0|71000000|71000000|0|71000000|71000000|0|71000000|5|0|5
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|6M_USDPEN_NDF|"6 Month Non-Deliverable Forward - United States Dollar and Peruvian Nuevo Sol"|FX|NDF||USDPEN||USD|CASH||N|N|||O|3.574|3.574|3.574|3.574|USD|40000000.0|40000000|40000000|0|40000000|40000000|0|40000000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|SN_USDTWD_NDF|"Spot Next Non-Deliverable Forward - United States Dollar and Taiwan New Dollar"|FX|NDF||USDTWD||USD|CASH||N|N|||O|29.35|29.355|29.35|29.352|USD|65000000.0|65000000|65000000|0|65000000|65000000|0|65000000|4|0|4
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|6D_USDTWD_NDF|"6 Day Non-Deliverable Forward - United States Dollar and Taiwan New Dollar"|FX|NDF||USDTWD||USD|CASH||N|N|||O|29.354|29.354|29.354|29.354|USD|20000000.0|20000000|20000000|0|20000000|20000000|0|20000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|1W_USDTWD_NDF|"1 Week Non-Deliverable Forward - United States Dollar and Taiwan New Dollar"|FX|NDF||USDTWD||USD|CASH||N|N|||O|29.347|29.36|29.347|29.35|USD|244000000.0|244000000|244000000|0|244000000|244000000|0|244000000|12|0|12
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|1M_USDTWD_NDF|"1 Month Non-Deliverable Forward - United States Dollar and Taiwan New Dollar"|FX|NDF||USDTWD||USD|CASH||N|N|||O|29.272|29.3|29.272|29.295|USD|490000000.0|490000000|490000000|0|490000000|490000000|0|490000000|24|0|24
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|5W_USDTWD_NDF|"5 Week Non-Deliverable Forward - United States Dollar and Taiwan New Dollar"|FX|NDF||USDTWD||USD|CASH||N|N|||O|29.278|29.285|29.278|29.285|USD|65000000.0|65000000|65000000|0|65000000|65000000|0|65000000|4|0|4
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|2M_USDTWD_NDF|"2 Month Non-Deliverable Forward - United States Dollar and Taiwan New Dollar"|FX|NDF||USDTWD||USD|CASH||N|N|||O|29.205|29.205|29.195|29.195|USD|80000000.0|80000000|80000000|0|80000000|80000000|0|80000000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|3M_USDTWD_NDF|"3 Month Non-Deliverable Forward - United States Dollar and Taiwan New Dollar"|FX|NDF||USDTWD||USD|CASH||N|N|||O|29.095|29.095|29.088|29.088|USD|90000000.0|90000000|90000000|0|90000000|90000000|0|90000000|5|0|5
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|12M_USDTWD_NDF|"12 Month Non-Deliverable Forward - United States Dollar and Taiwan New Dollar"|FX|NDF||USDTWD||USD|CASH||N|N|||O|28.44|28.455|28.44|28.455|USD|20000000.0|20000000|20000000|0|20000000|20000000|0|20000000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585858|"Variance Swap - Underlying: SPX - 79 Days"|EQ|S|VAR|SINDX|SPX|USD|CASH||N|N|||V|29.25|30.4|29.25|30.4|USD|9207.71470|9207.7147|9207.715|0|9207.715|9207.715|0|9207.715|5|0|5
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585878|"Variance Swap - Underlying: SPX - 330 Days"|EQ|S|VAR|SINDX|SPX|USD|CASH||N|N|||V|29.4|29.7|29.4|29.7|USD|16888.61840|16888.6184|16888.62|0|16888.62|16888.62|0|16888.62|4|0|4
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|585914|"Variance Swap - Underlying: SPX - 203 Days"|EQ|S|VAR|SINDX|SPX|USD|CASH||N|N|||V|30.35|30.35|30.35|30.35|USD|5766.06260|5766.0626|5766.0625|0|5766.0625|5766.0625|0|5766.0625|3|0|3
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|USDv3MLIB-SB:20Y|"20Y USD SB vs 3M LIBOR"|IR|S|FF|6M_30E/360.ISDA_vs_3M_ACT/360|3M_USD-LIBOR-BBA|USD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.981875|1.086875|0.971875|1.08125|USD|27000000.00000|27000000|27000000|27000000|0|27000000|27000000|0|2|2|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|USDv3MLIB-SB:5Y|"5Y USD SB vs 3M LIBOR"|IR|S|FF|6M_30E/360.ISDA_vs_3M_ACT/360|3M_USD-LIBOR-BBA|USD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.334375|0.381875|0.32375|0.369375|USD|2427000000.00000|2427000000|2427000060|2427000060|0|2427000060|2427000060|0|18|18|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|USDv3ML-SB:2Y-CME|"2Y USD SB CME vs 3M LIBOR"|IR|S|FF|6M_30E/360.ISDA_vs_3M_ACT/360|3M_USD-LIBOR-BBA|USD|CASH||N|N|Chicago Mercantile Exchange|KJNXBSWZVIKEX4NFOL81|P|0.245|0.245|0.245|0.245|USD|1000000000.00000|1000000000|1000000000|1000000000|0|1000000000|1000000000|0|1|1|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|USDv3ML-SB:25Y-CME|"25Y USD SB CME vs 3M LIBOR"|IR|S|FF|6M_30E/360.ISDA_vs_3M_ACT/360|3M_USD-LIBOR-BBA|USD|CASH||N|N|Chicago Mercantile Exchange|KJNXBSWZVIKEX4NFOL81|P|1.108125|1.108125|1.105|1.105|USD|400000000.00000|400000000|400000000|400000000|0|400000000|400000000|0|6|6|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|USDv3MLIB-SB:30Y|"30Y USD SB vs 3M LIBOR"|IR|S|FF|6M_30E/360.ISDA_vs_3M_ACT/360|3M_USD-LIBOR-BBA|USD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|1.04897|1.165|1.018125|1.146875|USD|204000000.00000|204000000|204000000|204000000|0|204000000|204000000|0|10|10|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|USDv3MLIB-SB:3Y|"3Y USD SB vs 3M LIBOR"|IR|S|FF|6M_30E/360.ISDA_vs_3M_ACT/360|3M_USD-LIBOR-BBA|USD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.2425|0.279375|0.231875|0.275625|USD|1282000000.00000|1282000000|1282000000|1282000000|0|1282000000|1282000000|0|7|7|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|USDv3ML-SB:10Y-CME|"10Y USD SB CME vs 3M LIBOR"|IR|S|FF|6M_30E/360.ISDA_vs_3M_ACT/360|3M_USD-LIBOR-BBA|USD|CASH||N|N|Chicago Mercantile Exchange|KJNXBSWZVIKEX4NFOL81|P|0.736875|0.736875|0.733125|0.733125|USD|931000000.00000|931000000|931000000|931000000|0|931000000|931000000|0|6|6|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|USDv3MLIB-SB:2Y|"2Y USD SB vs 3M LIBOR"|IR|S|FF|6M_30E/360.ISDA_vs_3M_ACT/360|3M_USD-LIBOR-BBA|USD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.23|0.278125|0.201875|0.258125|USD|1775000000.00000|1775000000|1775000060|1775000060|0|1775000060|1775000060|0|4|4|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|USDv3MLIB-SB:15Y|"15Y USD SB vs 3M LIBOR"|IR|S|FF|6M_30E/360.ISDA_vs_3M_ACT/360|3M_USD-LIBOR-BBA|USD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.88875|0.98375|0.8725|0.9725|USD|443000000.00000|443000000|443000000|443000000|0|443000000|443000000|0|5|5|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|USDv3MLIB-AM:1Y|"1Y USD AM vs 3M LIBOR"|IR|S|FF|6M_30E/360.ISDA_vs_3M_ACT/360|3M_USD-LIBOR-BBA|USD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.2525|0.2525|0.2525|0.2525|USD|500000000.00000|500000000|500000000|500000000|0|500000000|500000000|0|1|1|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|USDv3MLIB-SB:12Y|"12Y USD SB vs 3M LIBOR"|IR|S|FF|6M_30E/360.ISDA_vs_3M_ACT/360|3M_USD-LIBOR-BBA|USD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.78625|0.865|0.77|0.861875|USD|600000000.00000|600000000|600000000|600000000|0|600000000|600000000|0|3|3|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|USDv3MLIB-SB:40Y|"40Y USD SB vs 3M LIBOR"|IR|S|FF|6M_30E/360.ISDA_vs_3M_ACT/360|3M_USD-LIBOR-BBA|USD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|1.078125|1.078125|1.078125|1.078125|USD|65000000.00000|65000000|65000000|65000000|0|65000000|65000000|0|2|2|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|USDv3MLIB-SB:25Y|"25Y USD SB vs 3M LIBOR"|IR|S|FF|6M_30E/360.ISDA_vs_3M_ACT/360|3M_USD-LIBOR-BBA|USD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|1.0275|1.1325|1.0125|1.12625|USD|412000000.00000|412000000|412000000|412000000|0|412000000|412000000|0|7|7|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|USD.FFv3ML-AM:2Y|"2Y USD FF 3ml"|IR|S|FFL|6M_ACT/360_vs_1D_ACT/360_vs_3M_ACT/360|1D_USD-Federal Funds-H.15_vs_3M_USD-LIBOR-BBA|USD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|O|19.5|19.5|19.5|19.5|USD|250000000.00000|250000000|250000000|250000000|0|250000000|250000000|0|1|1|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|USDv3MLIB-SB:10Y|"10Y USD SB vs 3M LIBOR"|IR|S|FF|6M_30E/360.ISDA_vs_3M_ACT/360|3M_USD-LIBOR-BBA|USD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.68625|0.75875|0.664375|0.75375|USD|1933000000.00000|1933000000|1932999940|1932999940|0|1932999940|1932999940|0|18|18|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|USDv3MLIB-SB:7Y|"7Y USD SB vs 3M LIBOR"|IR|S|FF|6M_30E/360.ISDA_vs_3M_ACT/360|3M_USD-LIBOR-BBA|USD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.48|0.546875|0.4675|0.520312|USD|1000000000.00000|1000000000|1000000000|1000000000|0|1000000000|1000000000|0|3|3|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|5Y_BSW_3M-3M_CDOR_3M-3M_USDLIBOR|"5 Year Cross Currency Basis Swap - 3 Month CDOR Rate for CAD vs. 3 Month LIBOR for USD"|IR|S|FFL|3M_3M_ACT/365.FIXED_vs_3M_3M_ACT/360|3M_CAD-BA-CDOR_vs_3M_USD-LIBOR-BBA|CAD|CASH||N|N|||O|-0.16|-0.16|-0.16|-0.16|CAD|240000000.0|240000000|182808000|0|182808000|182808000|0|182808000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|30Y_BSW_3M-3M_CDOR_3M-3M_USDLIBOR|"30 Year Cross Currency Basis Swap - 3 Month CDOR Rate for CAD vs. 3 Month LIBOR for USD"|IR|S|FFL|3M_3M_ACT/365.FIXED_vs_3M_3M_ACT/360|3M_CAD-BA-CDOR_vs_3M_USD-LIBOR-BBA|CAD|CASH||N|N|||O|-0.1725|-0.1725|-0.1725|-0.1725|CAD|25000000.0|25000000|19042500|0|19042500|19042500|0|19042500|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200831|3Y_BSW_6M-6M_CLFUF_6M-6M_CLICP|"3 Year Cross Currency Basis Swap - 6 Month Unidad de Fomento for CLF vs. 6 Month SIRA Rate for CLP"|IR|S|FFL|6M_6M_ACT/360_vs_6M_6M_ACT/360|6M_CL-CLICP-Bloomberg_vs_6M_CL-CLICP-Bloomberg|CLF|CASH||N|N|||P|-1.85|-1.85|-1.85|-1.85|CLF|300000.0|300000|10976700|0|10976700|10976700|0|10976700|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200831|5Y_BSW_6M-6M_CLFUF_6M-6M_CLICP|"5 Year Cross Currency Basis Swap - 6 Month Unidad de Fomento for CLF vs. 6 Month SIRA Rate for CLP"|IR|S|FFL|6M_6M_ACT/360_vs_6M_6M_ACT/360|6M_CL-CLICP-Bloomberg_vs_6M_CL-CLICP-Bloomberg|CLF|CASH||N|N|||P|-1.41|-1.41|-1.41|-1.41|CLF|300000.0|300000|10976700|0|10976700|10976700|0|10976700|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|1Y_BSW_3M-3M_EURIBOR_3M-3M_USDLIBOR|"1 Year Cross Currency Basis Swap - 3 Month EURIBOR for EUR vs. 3 Month LIBOR for USD"|IR|S|FFL|3M_3M_ACT/360_vs_3M_3M_ACT/360|3M_EUR-EURIBOR-Reuters_vs_3M_USD-LIBOR-BBA|EUR|CASH||N|N|||O|-0.08|-0.08|-0.08|-0.08|EUR|167500000.0|167500000|197884496|0|197884496|197884496|0|197884496|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|1Y_BSW_3M-3M_GBPLIBOR_3M-3M_USDLIBOR|"1 Year Cross Currency Basis Swap - 3 Month LIBOR for GBP vs. 3 Month LIBOR for USD"|IR|S|FFL|3M_3M_ACT/365.FIXED_vs_3M_3M_ACT/360|3M_GBP-LIBOR-BBA_vs_3M_USD-LIBOR-BBA|GBP|CASH||N|N|||O|-0.005|-0.005|-0.005|-0.005|GBP|150000000.0|150000000|197880000|0|197880000|197880000|0|197880000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|1Y_BSW_3M-3M_JPYLIBOR_3M-3M_USDLIBOR|"1 Year Cross Currency Basis Swap - 3 Month LIBOR for JPY vs. 3 Month LIBOR for USD"|IR|S|FFL|3M_3M_ACT/360_vs_3M_3M_ACT/360|3M_JPY-LIBOR-BBA_vs_3M_USD-LIBOR-BBA|JPY|CASH||N|N|||O|-0.2625|-0.2625|-0.2625|-0.2625|JPY|40000000000.0|40000000000|374760000|0|374760000|374760000|0|374760000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|2Y_BSW_3M-3M_JPYLIBOR_3M-3M_USDLIBOR|"2 Year Cross Currency Basis Swap - 3 Month LIBOR for JPY vs. 3 Month LIBOR for USD"|IR|S|FFL|3M_3M_ACT/360_vs_3M_3M_ACT/360|3M_JPY-LIBOR-BBA_vs_3M_USD-LIBOR-BBA|JPY|CASH||N|N|||O|-0.3175|-0.3175|-0.3225|-0.3225|JPY|35000000000.0|35000000000|327915008|0|327915008|327915008|0|327915008|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|5Y_BSW_3M-3M_JPYLIBOR_3M-3M_USDLIBOR|"5 Year Cross Currency Basis Swap - 3 Month LIBOR for JPY vs. 3 Month LIBOR for USD"|IR|S|FFL|3M_3M_ACT/360_vs_3M_3M_ACT/360|3M_JPY-LIBOR-BBA_vs_3M_USD-LIBOR-BBA|JPY|CASH||N|N|||O|-0.42|-0.419475|-0.4375|-0.4375|JPY|27810000000.0|27810000000|260551888|0|260551888|260551888|0|260551888|6|0|6
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|9Y_BSW_3M-3M_JPYLIBOR_3M-3M_USDLIBOR|"9 Year Cross Currency Basis Swap - 3 Month LIBOR for JPY vs. 3 Month LIBOR for USD"|IR|S|FFL|3M_3M_ACT/360_vs_3M_3M_ACT/360|3M_JPY-LIBOR-BBA_vs_3M_USD-LIBOR-BBA|JPY|CASH||N|N|||O|-0.50952|-0.50952|-0.51|-0.51|JPY|7000000000.0|7000000000|65583000|0|65583000|65583000|0|65583000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|10Y_BSW_3M-3M_JPYLIBOR_3M-3M_USDLIBOR|"10 Year Cross Currency Basis Swap - 3 Month LIBOR for JPY vs. 3 Month LIBOR for USD"|IR|S|FFL|3M_3M_ACT/360_vs_3M_3M_ACT/360|3M_JPY-LIBOR-BBA_vs_3M_USD-LIBOR-BBA|JPY|CASH||N|N|||O|-0.525|-0.525|-0.53|-0.5292|JPY|8000000000.0|8000000000|74952000|0|74952000|74952000|0|74952000|5|0|5
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|15Y_BSW_3M-3M_JPYLIBOR_3M-3M_USDLIBOR|"15 Year Cross Currency Basis Swap - 3 Month LIBOR for JPY vs. 3 Month LIBOR for USD"|IR|S|FFL|3M_3M_ACT/360_vs_3M_3M_ACT/360|3M_JPY-LIBOR-BBA_vs_3M_USD-LIBOR-BBA|JPY|CASH||N|N|||O|-0.54|-0.54|-0.54|-0.54|JPY|1500000000.0|1500000000|14053500|0|14053500|14053500|0|14053500|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200831|5Y_BSW_3M-3M_USDLIBOR_3M-3M_IBR|"5 Year Cross Currency Basis Swap - 3 Month LIBOR for USD vs. 3 Month IBR for COP"|IR|S|FFL|3M_3M_ACT/360_vs_3M_3M_ACT/360|3M_USD-LIBOR-BBA_vs_3M_COP-IBR-OIS-COMPOUND|USD|CASH||N|N|||O|-0.39|-0.365|-0.39|-0.39|USD|44000000.0|44000000|44000000|0|44000000|44000000|0|44000000|4|0|4
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200831|9Y_BSW_3M-3M_USDLIBOR_3M-3M_IBR|"9 Year Cross Currency Basis Swap - 3 Month LIBOR for USD vs. 3 Month IBR for COP"|IR|S|FFL|3M_3M_ACT/360_vs_3M_3M_ACT/360|3M_USD-LIBOR-BBA_vs_3M_COP-IBR-OIS-COMPOUND|USD|CASH||N|N|||O|-0.27|-0.2225|-0.275|-0.27|USD|27300000.0|27300000|27300000|0|27300000|27300000|0|27300000|4|0|4
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200831|10Y_BSW_3M-3M_USDSOFR_3M-3M_FEDFUNDS_LCH|"10 Year Single Currency Basis Swap - 3 Month Secured Overnight Financing Rate (USD) vs. 3 Month Fed Effective Rate"|IR|S|FFL|3M_3M_ACT/360_vs_3M_3M_ACT/360|3M_USD-SOFR-COMPOUND_vs_3M_USD-Federal Funds-H.15-OIS-COMPOUND|USD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|O|0.01625|0.01625|0.01625|0.01625|USD|250000000.0|250000000|250000000|250000000|0|250000000|250000000|0|3|3|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200831|20Y_BSW_3M-3M_USDSOFR_3M-3M_FEDFUNDS_LCH|"20 Year Single Currency Basis Swap - 3 Month Secured Overnight Financing Rate (USD) vs. 3 Month Fed Effective Rate"|IR|S|FFL|3M_3M_ACT/360_vs_3M_3M_ACT/360|3M_USD-SOFR-COMPOUND_vs_3M_USD-Federal Funds-H.15-OIS-COMPOUND|USD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|O|0.0375|0.0375|0.0375|0.0375|USD|50000000.0|50000000|50000000|50000000|0|50000000|50000000|0|1|1|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20201130|3M-6M_FRA_3M_BUBOR_LCH|"3 Month by 6 Month Forward Rate Agreement - 3 Month BUBOR Rate for HUF"|IR|FRA||3M_ACT/360_vs_3M_3M_ACT/360|3M_HUF-BUBOR-Reuters|HUF|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.78|0.78|0.78|0.78|HUF|121750000000.0|121750000000|404210016|404210016|0|404210016|404210016|0|1|1|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20210226|6M-9M_FRA_3M_BUBOR_LCH|"6 Month by 9 Month Forward Rate Agreement - 3 Month BUBOR Rate for HUF"|IR|FRA||3M_ACT/360_vs_3M_3M_ACT/360|3M_HUF-BUBOR-Reuters|HUF|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.85|0.85|0.85|0.85|HUF|182650000000.0|182650000000|606397950|606397950|0|606397950|606397950|0|2|2|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20210531|9M-12M_FRA_3M_BUBOR_LCH|"9 Month by 12 Month Forward Rate Agreement - 3 Month BUBOR Rate for HUF"|IR|FRA||3M_ACT/360_vs_3M_3M_ACT/360|3M_HUF-BUBOR-Reuters|HUF|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.89|0.89|0.89|0.89|HUF|60900000000.0|60900000000|202188000|202188000|0|202188000|202188000|0|1|1|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200930|1M-3M_002_FRA_3M_USDLIBOR_LCH|"1 Month by 3 Month Forward Rate Agreement - 3 Month LIBOR for USD"|IR|FRA||3M_ACT/360_vs_3M_3M_ACT/360|3M_USD-LIBOR-BBA|USD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.2525|0.2525|0.2525|0.2525|USD|1000000000.0|1000000000|1000000000|1000000000|0|1000000000|1000000000|0|1|1|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200916|1M-3M_003_FRA_3M_USDLIBOR_LCH|"1 Month by 3 Month Forward Rate Agreement - 3 Month LIBOR for USD"|IR|FRA||3M_ACT/360_vs_3M_3M_ACT/360|3M_USD-LIBOR-BBA|USD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.2375|0.2375|0.2375|0.2375|USD|1000000000.0|1000000000|1000000000|1000000000|0|1000000000|1000000000|0|1|1|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200908|1M-3M_004_FRA_3M_USDLIBOR_LCH|"1 Month by 3 Month Forward Rate Agreement - 3 Month LIBOR for USD"|IR|FRA||3M_ACT/360_vs_3M_3M_ACT/360|3M_USD-LIBOR-BBA|USD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.23875|0.23875|0.23875|0.23875|USD|1000000000.0|1000000000|1000000000|1000000000|0|1000000000|1000000000|0|1|1|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200902|1M-3M_FRA_3M_USDLIBOR_LCH|"1 Month by 3 Month Forward Rate Agreement - 3 Month LIBOR for USD"|IR|FRA||3M_ACT/360_vs_3M_3M_ACT/360|3M_USD-LIBOR-BBA|USD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.245|0.245|0.24375|0.24375|USD|1500000000.0|1500000000|1500000000|1500000000|0|1500000000|1500000000|0|2|2|0
